,Name,Birthdate
2975,Tim Wise,1968-10-04
2976,Frederick Marryat,1792-07-10
2977,Michael J. Durant,1961-07-23
2978,Will Ferguson,1964-10-12
2979,Lurlene McDaniel,1944-04-05
2980,Laura Hillman,1923-10-16
2981,Patricia Hill Collins,1948-05-01
2982,Mike W. Barr,1952-05-30
2983,Shirin Ebadi,1947-06-21
2984,Erving Goffman,1922-06-11
2985,Jean-François Lyotard,1924-08-10
2986,Antonio Gramsci,1891-01-22
2987,Studs Terkel,1912-05-16
2988,John Birmingham,1964-08-07
2989,Chris Jericho,1970-11-09
2990,Adrian Tchaikovsky,1972-06
2991,William Gaddis,1922-12-29
2992,Murray Bail,1941-09-22
2993,John Okada,1923-09-23
2994,Paul Beatty,1962-06-09
2995,Billy Graham,1918-11-07
2996,Derek Benz,1971-10-27
2997,Herta Müller,1953-08-17
2998,Abraham Joshua Heschel,1907-01-11
2999,Terry Eagleton,1943-02-22
3000,Alasdair MacIntyre,1929-01-12
3001,John Maynard Keynes,1883-06-05
3002,Walter Dean Myers,1937-08-12
3003,Morrie Schwartz,1916-12-20
3004,Bruce Sterling,1954-04-14
3005,Richard Erdoes,1912-07-07
3006,Roger Hargreaves,1935-05-09
3007,Jonathan Eig,1964-04-26
3008,Leonard Peikoff,1933-10-15
3009,Leonora Carrington,1917-04-06
3010,Ann Radcliffe,1764-07-09
3011,Marco Pierre White,1961-12-11
3012,André Malraux,1901-11-03
3013,Marian Engel,1933-05-24
3014,Stewart O'Nan,1961-02-04
3015,Uri Shulevitz,1935-02-27
3016,Carl Sandburg,1878-01-06
3017,Matthew Kelly,1950-05-09
3018,Sean Stewart,1965-06-02
3019,Bapsi Sidhwa,1938-08-11
3020,Timothy Leary,1920-10-22
3021,Meriwether Lewis,1774-08-18
3022,William Clark,1770-08-01
3023,Nobuhiro Watsuki,1970-05-26
3024,Bernard DeVoto,1897-01-11
3025,Elias Lönnrot,1802-04-09
3026,Marc Guggenheim,1970-09-24
3027,E.A. Wallis Budge,1857-07-27
3028,Merlin Stone,1931-09-27
3029,C.L.R. James,1901-01-04
3030,James P. Carse,1932-12-24
3031,Loretta Lynn,1932-04-14
3032,Muhammad Asad,1900-07-02
3033,Wolfgang Borchert,1921-05-20
3034,Taslima Nasrin,1962-08-25
3035,Cathy Kelly,1966-09-12
3036,Aimé Césaire,1913-06-26
3037,Aphrodite Jones,1958-11-27
3038,Andrei Bely,1880-10-26
3039,Maia Wojciechowska,1927-08-07
3040,Stanley Weintraub,1929-04-17
3041,G. Edward Griffin,1931-11-07
3042,Angela Sommer-Bodenburg,1948-12-18
3043,George Gissing,1857-11-22
3044,Marion Chesney,1936-06-10
3045,Penny Vincenzi,1939-04-10
3046,Huey P. Newton,1942-02-17
3047,Patricia Cabot,1967-02-01
3048,Andrei Platonov,1899-08-28
3049,Peter Yarrow,1938-05-31
3050,Nicola Griffith,1960-09-30
3051,Bibhutibhushan Bandyopadhyay,1894-09-12
3052,Michael F. Roizen,1946-01-07
3053,Irène Némirovsky,1903-02-11
3054,Michael  Jackson,1958-08-29
3055,Robert B. Baer,1952-07-11
3056,Albert-László Barabási,1967-03-30
3057,John H. Groberg,1934-06-17
3058,Doug Moench,1948-02-23
3059,Joyce Hansen,1942-10-18
3060,D.T. Suzuki,1870-10-18
3061,Fay Weldon,1931-09-22
3062,Warren Fellows,1953-09-13
3063,Karl Popper,1902-07-28
3064,Gabriele D'Annunzio,1863-03-12
3065,Eric R. Kandel,1929-11-07
3066,Sudha Murty,1950-08-19
3067,Lawrence S. Ritter,1922-05-23
3068,Dorothy Day,1897-11-08
3069,Mrs. Henry Wood,1814-01-17
3070,Joseph A. Michelli,1960-08-11
3071,Prosper Mérimée,1803-09-28
3072,Christopher Golden,1967-07-15
3073,Ngũgĩ wa Thiong'o,1938-01-05
3074,Ken Wilber,1949-01-31
3075,R.A. MacAvoy,1949-12-13
3076,Gao Xingjian,1940-01-04
3077,Charles W. Colson,1931-10-16
3078,John Mortimer,1923-04-21
3079,Nancy Martin,1973-02-17
3080,Julian Jaynes,1920-02-27
3081,Fatema Mernissi,1940-09-27
3082,Friedrich Engels,1820-11-28
3083,Zecharia Sitchin,1920-07-11
3084,Jennifer 8. Lee,1976-03-15
3085,William Guy Carr,1895-06-02
3086,Richard A. Clarke,1950-10-27
3087,Robert Fisk,1946-07-12
3088,Martin J. Rees,1942-06-23
3089,Bruce C. Greenwald,1946-08-15
3090,John Allen Paulos,1945-07-04
3091,A.E. van Vogt,1912-04-26
3092,John Wooden,1910-10-14
3093,Louis Menand,1952-01-21
3094,Sarah Bradford,1938-09-03
3095,Michael Moore,1954-04-23
3096,Ha-Joon Chang,1963-10-07
3097,A.E.W. Mason,1865-05-07
3098,Ronald Takaki,1939-04-12
3099,John Szarkowski,1925-12-18
3100,Terry Kay,1938-02-10
3101,Lynda La Plante,1943-03-15
3102,E.F. Benson,1867-07-24
3103,Claudia Rankine,1963-09-04
3104,Marie Rutkoski,1977-03-05
3105,Donald Kagan,1932-05-01
3106,Irving Wallace,1916-03-19
3107,James Van Praagh,1958-08-23
3108,Cao Xueqin,1710-04-04
3109,John A. Keel,1930-03-25
3110,Edward Espe Brown,1945-03-24
3111,Henry Adams,1838-02-16
3112,John  Toland,1670-11-30
3113,Ernest Callenbach,1929-04-03
3114,Lindsey Fraser,1958-01-24
3115,Ollie Johnston,1912-10-31
3116,Bill  Gates,1955-10-28
3117,Lothar-Günther Buchheim,1918-02-06
3118,Charles Maturin,1780-09-25
3119,T.K.V. Desikachar,1938-06-21
3120,Molly Gloss,1944-11-20
3121,Johanna Sinisalo,1958-06-22
3122,Colum McCann,1965-02-28
3123,Karen Katz,1947-09-16
3124,David Abram,1957-06-24
3125,Alexander Afanasyev,1826-07-23
3126,Carolyn Haywood,1898-01-03
3127,Helen Oyeyemi,1984-12-10
3128,Kenneth Anger,1927-02-03
3129,Andrei Tarkovsky,1932-04-04
3130,Lynd Ward,1905-06-26
3131,Gary Soto,1952-04-12
3132,Melvyn Bragg,1939-10-06
3133,Jeffrey Moussaieff Masson,1941-03-28
3134,Alvin Toffler,1928-10-04
3135,Stella Rimington,1935-05-13
3136,Dennis O'Neil,1939-05-03
3137,A'Lelia Perry Bundles,1952-06-07
3138,Carlo Ginzburg,1939-04-15
3139,Harold Robbins,1916-05-21
3140,Marcus du Sautoy,1965-08-26
3141,Craig Claiborne,1920-09-04
3142,Nan Goldin,1953-09-12
3143,May Gibbs,1877-01-17
3144,Chico Buarque,1944-06-19
3145,David Macaulay,1946-12-02
3146,Juan Gomez-Jurado,1977-12-16
3147,Hans Fallada,1893-07-21
3148,Graham McNamee,1888-07-10
3149,Timothy Conigrave,1959-11-19
3150,H.R. McMaster,1962-07-24
3151,Howard Stern,1954-01-12
3152,Jamie Lee Curtis,1958-11-22
3153,Fran Lebowitz,1950-10-27
3154,J. Gresham Machen,1881-07-28
3155,Jean-Jacques Sempé,1932-08-17
3156,Jane Campion,1954-04-30
3157,Max Beerbohm,1872-08-24
3158,Jean Shepherd,1921-07-21
3159,Percy Bysshe Shelley,1792-08-04
3160,Norman Davies,1939-06-08
3161,João Guimarães Rosa,1908-06-27
3162,Tayari Jones,1970-11-30
3163,Charles B. MacDonald,1922-11-23
3164,William Landay,1963-07-23
3165,Laura Dave,1977-07-18
3166,Susan Jacoby,1945-06-04
3167,Hinako Ashihara,1974-01-25
3168,Daniel Jonah Goldhagen,1959-06-30
3169,Dave Gorman,1971-03-02
3170,Nicholas Wade,1942-05-17
3171,Gail Collins,1945-11-25
3172,Patrick Marber,1964-09-19
3173,Robert Rodríguez,1968-06-20
3174,Claire Tomalin,1933-06-20
3175,Jean Plaidy,1906-09-01
3176,Marilyn Monroe,1926-06-01
3177,Paul Farmer,1959-10-26
3178,Matt Groening,1954-02-15
3179,Lucette Lagnado,1956-09-19
3180,Christine McGuire,1926-07-30
3181,Paul Watzlawick,1921-07-25
3182,Max Pemberton,1863-06-19
3183,Harold Abelson,1947-04-26
3184,Mahmoud Darwish,1941-03-13
3185,Jim Grimsley,1955-09-21
3186,Giorgio Agamben,1942-04-22
3187,D.M. Thomas,1935-01-25
3188,Anthony Powell,1905-12-21
3189,Wisława Szymborska,1923-07-02
3190,John Burningham,1936-04-27
3191,Jack L. Chalker,1944-12-17
3192,Sven Hassel,1917-04-19
3193,Howard Thurman,1899-11-18
3194,Priscilla Shirer,1974-12-31
3195,Adèle Geras,1944-03-15
3196,Lauren Bacall,1924-09-16
3197,Keigo Higashino,1958-02-04
3198,Caprice Crane,1970-11-01
3199,Wendy Orr,1958-03-27
3200,Peter Sís,1949-05-11
3201,Peter Weiss,1916-11-08
3202,E.R. Eddison,1882-11-24
3203,Gloria Steinem,1934-03-25
3204,Osamu Tezuka, 1928 -11-03
3205,Zygmunt Bauman,1925-11-19
3206,Aleister Crowley,1875-10-12
3207,Tom DeFalco,1950-06-26
3208,Piri Thomas,1928-09-30
3209,Gioconda Belli,1948-12-09
3210,Phil Foglio,1956-05-01
3211,John Gregory Betancourt,1963-10-25
3212,Ron Kovic,1946-07-04
3213,John  Ford,1894-02-01
3214,Nikos Mourkogiannis,1952-03-09
3215,Jessica Mitford,1917-09-11
3216,Nicholson Baker,1957-01-07
3217,Nick Mason,1944-01-27
3218,Janet Farrar,1950-06-24
3219,George Pólya,1887-12-13
3220,Gregory A. Boyd,1957-06-02
3221,Peter Handke,1942-12-06
3222,Jonathan Ryder,1927-05-25
3223,Darcy O'Brien,1939-07-16
3224,Aaron Rosenberg,1912-08-26
3225,Phoebe Gloeckner,1960-12-22
3226,Tatyana Tolstaya,1951-05-03
3227,Arnold Schwarzenegger,1947-07-30
3228,Goldie Hawn,1945-11-21
3229,Étienne de La Boétie,1530-11-01
3230,Natalie Angier,1958-02-16
3231,Jenny Colgan,1972-09-14
3232,Larry Bird,1956-12-07
3233,Cherry Adair,1951-04-02
3234,Kate White,1951-09-03
3235,Vicki Lewis Thompson,1950-10-11
3236,Jacques Barzun,1907-11-30
3237,Robert D. Kaplan,1952-06-23
3238,Carol Drinkwater,1948-04-22
3239,Robert Lipsyte,1938-01-16
3240,Victor L. Wooten,1964-09-11
3241,Lisa Yee,1959-08-27
3242,David Ives,1950-07-11
3243,Matthew Henry,1662-10-18
3244,Robert Goddard,1882-10-05
3245,Elizabeth Smart,1987-11-03
3246,Willy Russell,1946-08-23
3247,Azar Nafisi,1948-12-01
3248,Jim Shooter,1951-09-27
3249,Miguel Delibes,1920-10-17
3250,Kate Seredy,1899-11-10
3251,Craig Kyle,1971-11-03
3252,R.D. Wingfield,1928-06-06
3253,Erin St. Claire,1948-03-12
3254,Erle Stanley Gardner,1889-07-17
3255,Ron Suskind,1959-11-20
3256,Robin P. Williams,1953-10-09
3257,Jane Rule,1931-03-28
3258,Gene Roddenberry,1921-08-19
3259,Marsha Canham,1950-11-19
3260,K.J. Parker,1961-09-13
3261,Slavoj Žižek,1949-03-21
3262,John E. Sarno,1923-06-23
3263,Pamela Stephenson,1949-12-04
3264,Ted Gioia,1957-10-21
3265,Philippe Claudel,1962-02-02
3266,Lewis Grassic Gibbon,1901-02-13
3267,Marion Meade,1934-01-07
3268,David Remnick,1958-10-29
3269,Richard Baer,1911-09-09
3270,Marcia Clark,1953-08-31
3271,Jane Elliott,1933-11-30
3272,Selwyn Raab,1934-06-26
3273,Wendy Beckett,1930-02-25
3274,Bipan Chandra,1928-05-24
3275,Klaus Mann,1906-11-18
3276,Jim  Murphy,1967-08-23
3277,William J. Lederer,1912-03-31
3278,Frederick Exley,1929-03-28
3279,Eric Jager,1957-04-27
3280,S.D. Perry,1970-03-14
3281,Ayşe Kulin,1941-08-26
3282,Harry Crews,1935-06-07
3283,David H. Hackworth,1930-11-11
3284,Jo Beverley,1947-09-22
3285,Robert Merle,1908-08-28
3286,Christina Stead,1902-07-17
3287,Martin H. Greenberg,1941-03-01
3288,Christopher   Clark,1960-03-14
3289,Linus Torvalds,1969-12-28
3290,John Ashbery,1927-07-28
3291,Greg Rucka,1969-11-29
3292,Le Corbusier,1887-10-06
3293,Gayle Forman,1970-06-05
3294,Bernie S. Siegel,1932-10-14
3295,Bernard Evslin,1922-04-04
3296,Miguel Ángel Asturias,1899-10-19
3297,Benjamin Black,1945-12-08
3298,Madhur Jaffrey,1933-08-13
3299,Justine Larbalestier,1967-09-23
3300,Thomas B. Costain,1885-05-08
3301,Marquis de Sade,1740-06-02
3302,A.C.H. Smith,1935-10-31
3303,David Zinczenko,1969-12-13
3304,Percival Everett,1956-12-22
3305,Gary Snyder,1930-05-08
3306,Joe Peters,1983-11-25
3307,Paul Gallico,1897-07-26
3308,Hans von Luck,1911-07-15
3309,Jim Kjelgaard,1910-12-06
3310,Mike Mullane,1945-09-10
3311,W.O. Mitchell,1914-03-13
3312,Lewis Black,1948-08-30
3313,Chitose Yagami,1969-05-18
3314,Milton William Cooper,1943-05-06
3315,Nagaru Tanigawa,1970-12-19
3316,Ariel Dorfman,1942-05-06
3317,Mark Dever,1960-08-28
3318,Akio Morita,1921-01-26
3319,James C. Scott,1936-12-02
3320,Seamus Deane,1940-02-09
3321,Ben Bova,1932-11-08
3322,Sarah Caudwell,1939-05-27
3323,Hunter Davies,1936-01-07
3324,Rudy Rucker,1946-03-22
3325,James Hudson Taylor,1832-05-21
3326,Bernard Bailyn,1922-09-09
3327,Susan Sizemore,1951-03-24
3328,Abdul Rahman Munif,1933-05-29
3329,Tariq Ramadan,1962-08-26
3330,Saul A. Kripke,1940-11-13
3331,Matt Haig,1975-07-03
3332,Harriet Doerr,1910-04-08
3333,William Sutcliffe,1971-03-09
3334,Maureen F. McHugh,1959-02-13
3335,R.M. Ballantyne,1825-04-24
3336,Jane Moore,1962-05-17
3337,Jessica Burkhart,1987-01-29
3338,Gladys Aylward,1902-02-24
3339,Elizabeth Kolbert,1961-07-06
3340,John N. Gray,1948-04-17
3341,Milly Johnson,1964-02-23
3342,Norman Lindsay,1879-02-22
3343,Jamie Hewlett,1968-04-03
3344,Morihei Ueshiba,1883-12-14
3345,Matsuo Bashō,1644
3346,Lynne Cox,1957-01-02
3347,Antonin Artaud,1896-09-04
3348,Henry Farrell,1920-09-27
3349,Peter Brook,1925-03-21
3350,Allan Ahlberg,1938-06-05
3351,Lafcadio Hearn,1850-06-27
3352,Frank Cottrell Boyce,1959-09-23
3353,John McCain,1936-08-29
3354,Natasha Trethewey,1966-04-26
3355,Mikhail Bakunin,1814-05-30
3356,Eric S. Raymond,1957-12-04
3357,Glenn Beck,1964-02-10
3358,Steven Barnes,1952-03-01
3359,Louis de Montfort,1673-01-31
3360,Frank Asch,1946-08-06
3361,Jennifer Darling,1946-06-19
3362,Walter Brueggemann,1933-03-11
3363,Susan Blackmore,1951-07-29
3364,John W. Dower,1938-06-21
3365,James Kelman,1946-06-09
3366,T.R. Fehrenbach,1925-01-12
3367,Lynne Graham,1956-07-30
3368,Richard Rohr,1943-03-20
3369,Silas House,1971-08-07
3370,Laurence Yep,1948-06-14
3371,Jason Aaron,1973-01-28
3372,Zülfü Livaneli,1946-06-20
3373,Julia Fox,1990-02-02
3374,Gideon Defoe,1975-12-26
3375,David J. Griffiths,1942-12-05
3376,Janet Malcolm,1934-07-08
3377,May Sarton,1912-05-03
3378,John Skipp,1957-05-20
3379,Kadir Nelson,1974-05-15
3380,William J. O'Neil,1933-03-25
3381,Carlo D'Este,1936-08-29
3382,Marc Acito,1966-01-11
3383,Don Rosa,1951-06-29
3384,Suzy Kline,1943-08-27
3385,Albert Hourani,1915-03-31
3386,Eric Flint,1947-02-06
3387,Julius Lester,1939-01-27
3388,Thomas Nagel,1937-07-04
3389,Levon Helm,1940-05-26
3390,Morgan Llywelyn,1937-12-03
3391,Sheila Connolly,1950
3392,Jonathan Ames,1964-03-23
3393,Barbara Neely,1941-11-30
3394,Naoki Urasawa,1960-01-02
3395,Enrique Vila-Matas,1948-03-31
3396,Paul C.W. Davies,1946-04-22
3397,Erwin Raphael McManus,1958-08-28
3398,Susan Brownmiller,1935-02-15
3399,Craig Ferguson,1962-05-17
3400,Bert Bates,1907-08-18
3401,Bill McKibben,1960-12-08
3402,Patricia St. John,1919-04-05
3403,Henry Ford,1863-07-30
3404,Jess Stearn,1914-04-26
3405,Elaine Brown,1943-03-02
3406,Carol Gilligan,1936-11-28
3407,Steven Kellogg,1941-10-26
3408,James Randi,1928-08-07
3409,Colin Wilson,1931-06-26
3410,John Rechy,1931-03-10
3411,Tsutomu Nihei,1971-02-26
3412,James Tiptree Jr.,1915-08-24
3413,Deon Meyer,1958-07-04
3414,Dara Joy,1986-05-20
3415,Michael Koryta,1982-09-20
3416,Cynthia Ozick,1928-04-17
3417,Ignatius of Loyola,1491-10-23
3418,Ted Conover,1958-01-17
3419,Bjarne Stroustrup,1950-12-30
3420,Peter Kuper,1958-09-22
3421,David Wisniewski,1953-03-21
3422,William Inge,1913-05-03
3423,Margaret Mahy,1936-03-21
3424,Margaret Ferguson,1863-08-29
3425,Norman Rush,1933-10-24
3426,A.J. Ayer,1910-10-29
3427,Eleanor Roosevelt,1884-10-11
3428,Dario Fo,1926-03-24
3429,Stephanie Pearl-McPhee,1968-06-14
3430,George H. Smith,1949-02-10
3431,Candace B. Pert,1946-06-26
3432,William Brinkley,1917-09-10
3433,Todd Parr,1962-07-09
3434,Conrad Richter,1890-10-13
3435,William Eggleston,1939-07-27
3436,Lillian Faderman,1940-07-18
3437,Akira Kurosawa,1910-03-23
3438,Jack   Black,1969-08-28
3439,Isabel Briggs Myers,1897-10-18
3440,Yiyun Li,1972-11-04
3441,John Ehle,1925-12-13
3442,Dean Lorey,1967-11-17
3443,Nikolai Leskov,1831-02-16
3444,Jim Morrison,1943-12-08
3445,Elliot S. Maggin,1950-11-14
3446,Gabrielle Roy,1909-03-22
3447,Leon M. Lederman,1922-07-15
3448,William Joyce,1906-04-24
3449,Keith Laumer,1925-06-09
3450,Tyler Florence,1971-03-03
3451,Natalie Zemon Davis,1928-11-08
3452,André P. Brink,1935-05-29
3453,Colette,1873-01-28
3454,Ernst W. Mayr,1904-07-05
3455,Eileen Myles,1949-12-09
3456,Raymond Briggs,1934-01-18
3457,Kuki Gallmann,1943-06-01
3458,Karl Pilkington,1972-09-23
3459,Dorothy Roberts,1956-03-08
3460,Frans de Waal,1948-10-29
3461,Ayelet Waldman,1964-12-11
3462,Peter Heather,1960-06-08
3463,Eve Bunting,1928-12-19
3464,Barry Miles,1943-02-21
3465,Paul McCartney,1942-06-18
3466,Brian Welch,1970-06-19
3467,Albrecht Dürer,1471-05-21
3468,Sarah Kane,1971-02-03
3469,Loren D. Estleman,1952-09-15
3470,Frédéric Beigbeder,1965-09-21
3471,Chris Riddell,1962-04-13
3472,Andrew Tobias,1947-04-20
3473,Andreas Eschbach,1959-09-15
3474,Flora Thompson,1876-12-05
3475,Margaret Frazer,1946-11-26
3476,Kazune Kawahara,1972-03-11
3477,Joe Posnanski,1967-01-08
3478,Jean Kerr,1922-07-10
3479,Donald Spoto,1941-06-28
3480,Giles Foden,1967-01-11
3481,Robert Anton Wilson,1932-01-18
3482,Wole Soyinka,1934-07-13
3483,P.J. O'Rourke,1947-11-14
3484,Elinor M. Brent-Dyer,1894-04-06
3485,Jim Crace,1946-03-01
3486,Fabian Nicieza,1961-12-31
3487,Paul Lafargue,1842-01-15
3488,Henry Jenkins,1958-06-04
3489,Justo L. González,1937-08-09
3490,Anwar Sadat,1918-12-25
3491,Sylvia Browne,1936-10-19
3492,Jonah Keri,1974-09-20
3493,David Attenborough,1926-05-08
3494,Nancy Huston,1953-09-16
3495,Johan Huizinga,1872-12-07
3496,Wendy Moore,1958-03-04
3497,Rick Bayless,1953-11-23
3498,Andrew Vachss,1942-10-19
3499,Michael J. Behe,1952-01-18
3500,Virginia H. Pearce,1945-02-08
3501,Lauren Greenfield,1966-06-28
3502,David Almond,1951-05-15
3503,Slavenka Drakulić,1949-07-04
3504,Sam R. Watkins,1839-06-26
3505,Baird T. Spalding,1872-10-03
3506,Simon Blackburn,1944-07-12
3507,Marla Frazee,1958-01-16
3508,Herbert Asbury,1891-09-01
3509,Sharon Olds,1942-11-12
3510,Larry King,1933-11-19
3511,Jack Olsen,1925-06-07
3512,Jan Wong,1952-08-15
3513,Irwin Shaw,1913-02-27
3514,Comte de Lautréamont,1846-04-04
3515,Mark Steyn,1959-12-08
3516,Louis Fischer,1896-02-29
3517,Armand Marie Leroi,1964-07-16
3518,Peter L. Berger,1929-03-17
3519,Santa Montefiore,1970-02-02
3520,Shahrnush Parsipur,1946-02-17
3521,Robert A. Monroe,1915-10-30
3522,Dave Harvey,1935-10-31
3523,Sam Kieth,1963-01-11
3524,Robert  Evans,1930-06-29
3525,Richard Ben Cramer,1950-06-12
3526,Elizabeth Knox,1959-02-15
3527,Per Olov Enquist,1934-09-23
3528,J.A. Baker,1926-08-06
3529,Brooke Shields,1965-05-31
3530,Steven E. Landsburg,1954-02-24
3531,Antony Johnston,1972-08-25
3532,Elliot Aronson,1932-01-09
3533,Hiromu Arakawa,1973-05-08
3534,Audrey Couloumbis,1947-08-09
3535,Jimmy Carter,1924-10-01
3536,Karyn Bosnak,1974-09-24
3537,Ha Jin,1956-02-21
3538,Roland Topor,1938-01-07
3539,Lawrence Anthony,1950-09-17
3540,Nancy Pearl,1945-01-12
3541,Yoshihiro Tatsumi,1935-06-10
3542,Jonathan Alter,1957-10-06
3543,Anne Holt,1958-11-16
3544,Meg Gardiner,1957-05-15
3545,Yukito Kishiro,1967-03-20
3546,Michel Onfray,1959-01-01
3547,Greil Marcus,1945-06-19
3548,Barry Unsworth,1930-08-10
3549,Robert V. Remini,1921-07-17
3550,Dominick Dunne,1925-10-29
3551,Robin Lane Fox,1946-10-05
3552,Tina McElroy Ansa,1949-11-18
3553,Mary Ann Hoberman,1930-08-12
3554,Henri Cartier-Bresson,1908-08-22
3555,Jerry Lewis,1926-03-16
3556,Clifford Geertz,1926-08-23
3557,Alyson Noel,1965-12-03
3558,Almudena Grandes,1960-05-07
3559,Olga Tokarczuk,1962-01-29
3560,Avinash K. Dixit,1944-08-06
3561,Robert D. Siegel,1971-12-11
3562,Dolly Parton,1946-01-19
3563,Michael  Dobbs,1948-11-14
3564,L.A. Banks,1959-12-11
3565,Giovannino Guareschi,1908-05-01
3566,Ismail Kadare,1936-01-28
3567,Padraic Colum,1881-12-08
3568,Laird Barron,1970-03-05
3569,Baltasar Gracián,1601-01-08
3570,Martha Wells,1964-09-01
3571,Roman Dirge,1972-04-29
3572,Mark Frost,1953-11-25
3573,Edward Luce,1968-06-01
3574,James R. Benn,1949-09-05
3575,Wolfgang Amadeus Mozart,1756-01-27
3576,Sebastian Haffner,1907-12-27
3577,Rudolf Arnheim,1904-07-15
3578,Annie Sanders,2007-07-22
3579,Louis Berkhof,1873-10-13
3580,Allen M. Steele,1958-01-19
3581,Jim Wallis,1948-06-04
3582,Henry Green,1905-10-29
3583,George Gamow,1904-03-04
3584,Doris Gates,1901-11-26
3585,Zelda Fitzgerald,1900-07-24
3586,Suzette Haden Elgin,1936-11-18
3587,Rose Wilder Lane,1886-12-05
3588,Greg Palast,1952-06-26
3589,Joe Hyams,1923-06-06
3590,George Soros,1930-08-12
3591,Paul Monette,1945-10-16
3592,Anita Desai,1937-06-24
3593,John Howard Yoder,1927-12-29
3594,Jill Thompson,1966-11-20
3595,Terry Deary,1946-01-03
3596,Makoto Inoue,1974-12-07
3597,Chris Rose,1971-01-27
3598,Chris  Rose,1971-01-27
3599,Ralph Barger,1938-10-08
3600,Peter Maas,1929-06-27
3601,Sarah Orne Jewett,1849-09-03
3602,Lars Saabye Christensen,1953-09-21
3603,Émile Durkheim,1858-04-15
3604,Lesley Pearse,1945-02-24
3605,Jay McInerney,1955-01-13
3606,László Krasznahorkai,1954-01-05
3607,Kate Millett,1934-09-14
3608,P.D. Ouspensky,1878-03-05
3609,Gabor Maté,1944-01-06
3610,Harvey Penick,1904-10-23
3611,Robert Jay Lifton,1926-05-16
3612,Norman P. Grubb,1895-08-02
3613,M.G. Vassanji,1950-05-30
3614,Thomas McNamee,1947-07-31
3615,Tony Attwood,1952-02-09
3616,Harriette Simpson Arnow,1908-07-07
3617,Tim Allen,1953-06-13
3618,Pete Earley,1951-09-05
3619,Will Self,1961-09-26
3620,Paul Shirley,1977-12-23
3621,Evgenia Ginzburg,1904-12-20
3622,Joseph Fielding Smith,1876-07-19
3623,Jean-Claude Izzo,1945-06-20
3624,George L. Jackson,1941-09-23
3625,Alexei Panshin,1940-08-14
3626,Hans-Georg Gadamer,1900-02-11
3627,Bernard Lewis,1916-05-31
3628,Neil LaBute,1963-03-19
3629,Lobsang Rampa,1910-04-08
3630,Thomas Jefferson,1743-04-13
3631,Thorstein Veblen,1857-07-30
3632,Mark Vonnegut,1947-05-11
3633,Lauren Beukes,1976-06-05
3634,Andreï Makine,1957-09-10
3635,Lee Kuan Yew,1923-09-16
3636,John Cage,1912-09-05
3637,Alan Cooper,1952-06-03
3638,Charles Mingus,1922-04-22
3639,Jin Yong,1924-02-06
3640,Walter Isaacson,1952-05-20
3641,Mark Salzman,1959-12-03
3642,Edward Hallett Carr,1892-06-28
3643,Annie M.G. Schmidt,1911-05-20
3644,Marsha M. Linehan,1943-05-05
3645,Larry Schweikart,1951-04-21
3646,Tariq Ali,1943-10-21
3647,Marilyn Burns,1949-05-07
3648,Tasha Tudor,1915-08-28
3649,Edmund S. Morgan,1916-01-17
3650,Andrea Davis Pinkney,1963-09-25
3651,Barbara Gowdy,1950-06-25
3652,Harry Browne,1933-06-17
3653,Lawrence Schiller,1936-12-28
3654,Kieran Scott,1974-03-11
3655,Kamila Shamsie,1973-08-13
3656,J. Gordon Melton,1942-09-19
3657,Al Sarrantonio,1952-05-25
3658,Joanna Trollope,1943-12-09
3659,Susan Isaacs,1943-12-07
3660,Brian Daley,1947-12-22
3661,Mark R. Levin,1957-09-21
3662,Clotaire Rapaille,1941-08-05
3663,Alan Shepard,1923-11-18
3664,E.P. Thompson,1924-02-03
3665,Bob Newhart,1929-09-05
3666,James Beard,1903-05-05
3667,David S. Landes,1924-04-29
3668,Witold Gombrowicz,1904-08-04
3669,Neil A. Campbell,1946-04-17
3670,Catherine Merridale,1959-10-12
3671,Otsuichi,1978-10-21
3672,Marita Conlon-McKenna,1956-11-05
3673,Julia Kristeva,1941-06-24
3674,Julia London,1959-03-18
3675,R.D. Reynolds,1969-01-12
3676,Abbie Hoffman,1936-11-30
3677,Paul Celan,1920-11-23
3678,Michael Freedland,1934-12-18
3679,Sally Beauman,1944-07-25
3680,José Eduardo Agualusa,1960-12-13
3681,Amanda Glass,1948-03-28
3682,Richard Zimler,1956-01-01
3683,Paul Levine,1948-01-09
3684,Vita Sackville-West,1892-03-09
3685,Anne Fine,1947-12-07
3686,Graham Chapman,1941-01-08
3687,David Goodis,1917-03-02
3688,Suzy Lee,1974-02-09
3689,J. California Cooper,1931-11-10
3690,Vine Deloria Jr.,1933-03-26
3691,Robert Crumb,1943-08-30
3692,Millard J. Erickson,1932-06-24
3693,Konrad Lorenz,1903-11-07
3694,Barbara Cooney,1917-08-06
3695,Guy Vanderhaeghe,1951-04-05
3696,Mari Jungstedt,1962-10-31
3697,John             Lewis,1940-02-21
3698,Alki Zei,1925-12-15
3699,Cordwainer Smith,1913-07-11
3700,R.C. Sherriff,1896-06-06
3701,Bruce Feiler,1964-10-25
3702,Czesław Miłosz,1911-06-30
3703,Fernando Vallejo,1942-10-24
3704,Grazia Deledda,1871-09-27
3705,Emilia Pardo Bazán,1851-09-16
3706,Le Ly Hayslip,1949-12-19
3707,Paul Murray Kendall,1911-03-01
3708,Verne Harnish,1959-01-21
3709,Louis Zamperini,1917-01-26
3710,Mike  McIntyre,1956-08-06
