,Name,Birthdate
17244,Gale Robbins,1921-05-07
17245,Chi McBride,1961-09-23
17246,Olivia de Havilland,1916-07-01
17247,Eden Sher,1991-12-26
17248,Isobel Elsom,1893-03-16
17249,Micah Stock,1988-12-31
17250,Kate Mulvany,1977-02-24
17251,Sky Ferreira,1992-07-08
17252,Sam Daly,1984-03-24
17253,Cyril Delevanti,1889-02-23
17254,Paul Muni,1895-09-22
17255,Herizen F. Guardiola,1996-07-24
17256,Wakana Yamazaki,1965-03-21
17257,Sogyal Rinpoche,1947
17258,Kevin McCarthy,1965-01-26
17259,Anna Friel,1976-07-12
17260,Kenton Duty,1995-05-12
17261,Ted Ross,1934-06-30
17262,Julie-Marie Parmentier,1981-06-13
17263,Peter McCauley,1950-03-08
17264,Stan Stennett,1925-07-30
17265,Jack Fisk,1945-12-19
17266,Aqib Khan,1994-08-24
17267,Buddy Baker,1941-01-25
17268,Lisa Hogan,1960-04-11
17269,Troy Baker,1976-04-01
17270,Konstantin Shayne,1888-11-29
17271,Don Warrington,1951-05-23
17272,Monika Baumgartner,1951-07-19
17273,Ildikó Bánsági,1947-10-19
17274,Rumi Shishido,1973-11-06
17275,Harisree Ashokan,1964-04-06
17276,Leonid Bronevoy,1928-12-17
17277,John-Michael Tebelak,1949-09-17
17278,John Treacy Egan,1962-07-10
17279,Josie Long,1982-04-17
17280,William K.L. Dickson,1860-08-03
17281,Aubrey Peeples,1993-11-27
17282,Ron Ryan,1938-07-11
17283,Rider Strong,1979-12-11
17284,Alberto San Juan,1967-11-01
17285,Robert Dunham,1931-07-06
17286,Ivan Palúch,1940-06-20
17287,Karla Schramm,1891-02-01
17288,Robert Lyden,1942-05-28
17289,Michael Rapaport,1970-03-20
17290,Kalairani,1963-01-15
17291,Richard Foronjy,1937-08-03
17292,Eric Cohen,1958-03-19
17293,Toni Ann Gisondi,1975-01-01
17294,Aida Mohammadkhani,1987-06-02
17295,Wanda Hendrix,1928-11-03
17296,Kazuko Yoshiyuki,1935-08-09
17297,Tim Matheson,1947-12-31
17298,Bernard Brown,1898-07-24
17299,Tom Conway,1904-09-15
17300,Kevin Parent,1972-12-12
17301,Dawn Wells,1938-10-18
17302,Frank Hvam,1970-09-12
17303,Asli Tandogan,1979-04-02
17304,Mingzhu Li,1962-10-30
17305,Robert Hays,1947-07-24
17306,Ashley Jenkins,1982-05-03
17307,Viktor Semyonov,1949-06-28
17308,Tyler Perry,1969-09-13
17309,Tyrese Gibson,1978-12-30
17310,Asif Basra,1967-07-27
17311,Shabana Khan,1968-06-24
17312,Irma St. Paule,1926-03-23
17313,Christine Todd,1946-09-26
17314,Michael Patrick O'Brien,1976-06-22
17315,Kathleen Byron,1921-01-11
17316,Angela Trimbur,1981-07-19
17317,Virginia Valli,1895-01-18
17318,Christian De Sica,1951-01-05
17319,Lucien Jean-Baptiste,1964-05-06
17320,Saroja Devi B.,1938-01-07
17321,Nasim Adabi,1976-09-08
17322,Patty Shepard,1945-10-01
17323,Alicia Keys,1980-01-25
17324,Shelley Winters,1920-08-18
17325,Mary Mara,1960-09-21
17326,Beverly D'Angelo,1951-11-15
17327,Mariclare Costello,1936-02-03
17328,Pál Mácsai,1961-03-31
17329,Lucie Arnaz,1951-07-17
17330,Abhishek Bachchan,1976-02-05
17331,Joe Dempsie,1987-06-22
17332,Sijoy Varghese,1971-03-06
17333,Matthew Newton,1977-01-22
17334,Marcel Sabourin,1935-03-25
17335,Jim Clark,1936-03-04
17336,Fumi Nikaidô,1994-09-21
17337,Erik Chitty,1907-07-08
17338,Valdis Pelsh,1967-06-05
17339,Margaret Markov,1948-11-22
17340,Salomé Stévenin,1985-01-29
17341,Frank Campeau,1864-12-14
17342,Natalie Mendoza,1976-08-12
17343,Erica Lindbeck,1992-05-29
17344,Stark Sands,1978-09-30
17345,Christopher Meloni,1961-04-02
17346,Gina Manès,1893-04-07
17347,Michael Grant Terry,1983-08-30
17348,Joe Absolom,1978-12-16
17349,Bob Bergen,1964-03-08
17350,Erskine Sanford,1885-11-19
17351,Victor Gojcaj,1983-03-09
17352,Gordon Piper,1932-06-03
17353,Gertrude Ederle,1906-10-23
17354,Alexander Boden,1913-05-28
17355,Fabrice Josso,1967-02-11
17356,Del Henney,1935-07-24
17357,Kazuki Namioka,1978-08-02
17358,Roberta Weiss,1961-11-15
17359,Robert McCord,1959-03-05
17360,Gabi Lopes,1994-07-23
17361,Christian Convery,2009-11-10
17362,Tara Elders,1980-01-17
17363,Valentino Macchi,1937-08-04
17364,Ravi Kapoor,1969-06-27
17365,Jeremy McWilliams,1964-04-04
17366,Rafael Edholm,1966-05-08
17367,Tomer Sisley,1974-08-14
17368,Patrice Wymore,1926-12-17
17369,Cecilia Peck,1958-05-01
17370,Dean Riesner,1918-11-03
17371,Syd Chaplin,1885-03-16
17372,Tom Lister Jr.,1958-06-24
17373,Maria Carey,1969-03-27
17374,Jesse Burch,1970-09-02
17375,Robert Coote,1909-02-04
17376,Marco Baliani,1950-07-06
17377,Rudy Vallee,1901-07-28
17378,Daniela Giordano,1947-11-07
17379,Emily Hamilton,1971-05-24
17380,Mary Carmen Ramírez,1932-09-04
17381,Kennedy Summers,1987-03-03
17382,Krzysztof Chmielewski,2004-06-08
17383,Heather McDonald,1970-06-14
17384,Montel Williams,1956-07-03
17385,Jackie van Beek,1976-05-10
17386,Cynthia Gibb,1963-12-14
17387,Niall Matter,1980-10-20
17388,Anthony Andrews,1948-01-12
17389,Michele Mirabella,1943-07-07
17390,Prasad Jawade,1988-11-30
17391,Montgomery Clift,1920-10-17
17392,Lee Patterson,1929-03-31
17393,Lee Weaver,1930-04-10
17394,David McCullough,1933-07-07
17395,Rick Overton,1954-08-10
17396,John Capodice,1941-12-25
17397,Audrey Fleurot,1977-07-06
17398,Linda Ronstadt,1946-07-15
17399,Lateef Crowder,1977-11-23
17400,Don Menza,1936-04-22
17401,William J. Eggleston,1939-07-27
17402,Savannah Stehlin,1996-03-06
17403,Choi Ji-woo,1975-06-11
17404,Fernanda Montenegro,1929-10-16
17405,Neal Jones,1960-01-02
17406,Brian Henson,1963-11-03
17407,Abigail Adams,1744-11-22
17408,Laura Cerón,1964-09-28
17409,Akshay Oberoi,1985-01-01
17410,Ai Kakuma,1988-09-09
17411,Christopher Pizzey,1976-12-23
17412,François Maistre,1925-05-14
17413,Anthony Calf,1959-05-04
17414,Emppu Vuorinen,1978-06-24
17415,Christopher Plummer,1929-12-13
17416,Grégori Derangère,1971-03-27
17417,Steve Schirripa,1957-09-03
17418,Robert Wilfort,1977-04-20
17419,Erick Avari,1952-04-13
17420,Kenta Hamano,1981-08-05
17421,Gleb Strizhenov,1925-07-21
17422,Yves Verhoeven,1961-10-27
17423,De'voreaux White,1965-08-06
17424,Natalia Oreiro,1977-05-19
17425,Josip Elic,1921-03-10
17426,Jake Siegel,1989-02-22
17427,Anne Suzuki,1987-04-27
17428,Jerzy Przybylski,1923-04-27
17429,Masane Tsukayama,1944-02-06
17430,Alice Ghostley,1923-08-14
17431,Jay Oliver,1959-04-26
17432,Jodi Carlisle,1960-08-28
17433,Larbi Zekkal,1934-05-19
17434,Huw Higginson,1964-02-21
17435,Wayne Farris,1953-01-25
17436,Rivka Michaeli,1938-04-14
17437,Todd Lieberman,1973-02-20
17438,Leonard Rossiter,1926-10-21
17439,Phyllis Thompson,1952-10-01
17440,Nolan Gould,1998-10-28
17441,Jay Underwood,1968-10-01
17442,Ellen Vogel,1922-01-26
17443,Jane Downs,1935-01-22
17444,Pablo Chiapella,1976-12-01
17445,Andrija Milosevic,1978-08-06
17446,Mikhail Pugovkin,1923-07-13
17447,Bruce Payne,1958-11-22
17448,Ashley Tisdale,1985-07-02
17449,Celeste Yarnall,1944-07-26
17450,Andrew Bachelor,1988-06-26
17451,Jaime Murray,1976-07-21
17452,Frankie Darro,1917-12-22
17453,Jean Dixon,1893-07-14
17454,Maurice Denham,1909-12-23
17455,Nigel Davenport,1928-05-23
17456,Janice Logan,1915-05-30
17457,Joe Bordeaux,1886-03-09
17458,Scott Grimes,1971-07-09
17459,Virna Lisi,1936-11-08
17460,Margarita Isabel,1943-07-25
17461,David Clatworthy,1960-07-11
17462,Tom Tyler,1903-08-09
17463,Luiza Nersisyan,1977-07-23
17464,Colin Friels,1952-09-25
17465,Danielle Keaton,1986-07-30
17466,Carmelo Bene,1937-09-01
17467,Leonid Kulagin,1940-06-07
17468,James Mitchum,1941-05-08
17469,John Eaves,1962-04-09
17470,Cuba Gooding Jr.,1968-01-02
17471,Chris Matthews,1945-12-17
17472,Laura Berlin,1990-03-13
17473,Scott L. Schwartz,1959-03-16
17474,Dayle Haddon,1948-05-26
17475,Charles Shaughnessy,1955-02-09
17476,Hilmi Sözer,1970-03-09
17477,Gregory Wong,1978-10-02
17478,Justin Chapman,1985-09-21
17479,Victor Argo,1934-11-05
17480,Abigail Kubeka,1939-12-07
17481,Raju Kher,1957-09-11
17482,Jodi Thelen,1962-06-12
17483,Patricia Summersett,1982-03-15
17484,Bruno Ganz,1941-03-22
17485,Maitland Ward,1977-02-03
17486,Kang Ha-neul,1990-02-21
17487,Esme Melville,1918-07-23
17488,Belinda Braza,1981-11-30
17489,Georgann Johnson,1926-08-15
17490,Richard Quine,1920-11-12
17491,Isabel Gillies,1970-02-09
17492,Chiara Barzini,1979
17493,Kristin Rudrüd,1955-05-23
17494,Aristóteles Picho,1957-03-08
17495,Jirina Stepnicková,1912-04-03
17496,John Simm,1970-07-10
17497,Iris Apatow,2002-10-12
17498,Carmen Serano,1973-08-18
17499,Alexander Dimitrov,1973-04-20
17500,Steve Edge,1972-11-02
17501,Yasunori Masutani,1961-07-05
17502,Michael Daley,1965-11-01
17503,Spencer Treat Clark,1987-09-24
17504,Eric Sheffer Stevens,1972-06-19
17505,Jana Taylor,1943-07-27
17506,Haruo Nakajima,1929-01-01
17507,Elden Henson,1977-08-30
17508,Jacqueline Beer,1932-10-14
17509,Agnieszka Grochowska,1979-12-31
17510,Stuart Bunce,1971-10-21
17511,Benjamin Evan Ainsworth,2008-09-25
17512,Rita Wilson,1956-10-26
17513,Ana Navarro,1971-12-28
17514,Percy Parsons,1878-06-12
17515,Whitney Able,1982-06-02
17516,Toke Townley,1912-11-06
17517,Barbara Murray,1929-09-27
17518,Mary Lynn Rajskub,1971-06-22
17519,Faith Ford,1964-09-14
17520,Ronald W. Davis,1941-07-17
17521,Richard E. Grant,1957-05-05
17522,Jeffrey Weissman,1958-10-02
17523,Julia Benson,1979-06-29
17524,Sofie Gråbøl,1968-07-30
17525,Ernest Butcher,1885-04-07
17526,Natalya Tenyakova,1944-07-03
17527,Rina Sawayama,1990-08-16
17528,Elnaz Shakerdoost,1984-06-28
17529,Cliff Clark,1889-06-10
17530,Michael Kiwanuka,1987-05-03
17531,Dora Luz,1918-05-27
17532,Tom Ford,1961-08-27
17533,John Stephen Hill,1953-01-16
17534,Paolo Carlini,1922-01-06
17535,Ralph Amoussou,1989-05-03
17536,Marsai Martin,2004-08-14
17537,Bonnie Dennison,1989-02-15
17538,Melanie Chartoff,1948-12-15
17539,Marie Trintignant,1962-01-21
17540,Dorothy Hart,1922-04-04
17541,Kapil Sharma,1981-04-02
17542,Dougray Scott,1965-11-25
17543,Jasmine Richards,1990-06-28
17544,Gustaw Lutkiewicz,1924-06-29
17545,Miles Fisher,1983-06-23
17546,Mara Lane,1930-08-01
17547,Sharon Warren,1975-06-13
17548,Polina Chernyshova,1993-10-11
17549,Howard Stein,1926-10-06
17550,Katherine Waterston,1980-03-03
17551,Ernst Jacobi,1933-07-11
17552,Reizô Nomoto,1930-09-17
17553,Andrew Howe,1985-05-12
17554,Tom Cullen,1985-07-17
17555,Gildo Di Marco,1946-01-20
17556,Elysia Rotaru,1984-11-09
17557,Asher Roth,1985-08-11
17558,Julianne Nicholson,1971-07-01
17559,Luke Tittensor,1989-11-03
17560,Jorge Ochoa,1950-09-30
17561,Catya Sassoon,1968-09-03
17562,Egor Beroev,1977-10-09
17563,Al Ashton,1957-06-26
17564,Derek Waters,1979-07-30
17565,Ke Huy Quan,1971-08-20
17566,Derrick Baskin,1975-11-10
17567,Courtney Eaton,1996-01-06
17568,Aleksandr Yatsenko,1977-05-22
17569,Saru Maini,1988-04-27
17570,Malcolm Waite,1892-05-07
17571,Mel Novak,1942-06-16
17572,Géraldine Nakache,1980-02-16
17573,Mikko Niskanen,1929-01-31
17574,Eddie Korbich,1960-11-06
17575,Vladlen Davydov,1924-01-16
17576,Victoria Moroles,1996-09-04
17577,Josh Cooley,1979-05-23
17578,Priit Pius,1989-02-04
17579,Roderick Hill,1894-03-01
17580,Sarah Campbell,1982-07-19
17581,Natalia Reyes,1987-02-06
17582,Sam De Grasse,1875-06-12
17583,Trieste Kelly Dunn,1981-01-14
17584,Bill Thomas,1941-12-06
17585,Henny Backus,1911-03-21
17586,Sarah Lian,1983-05-12
17587,Anne Marie McEvoy,1975-09-19
17588,Tom Wopat,1951-09-09
17589,Tyler McVey,1912-02-14
17590,John Bleifer,1901-07-26
17591,Crispin Bonham-Carter,1969-09-23
17592,Julia Stinshoff,1974-12-27
17593,Momoko Shimizu,1997-10-09
17594,Kirsten Vangsness,1972-07-07
17595,Gulliver McGrath,1998-08-15
17596,Margo Stilley,1982-11-20
17597,Hilary Duff,1987-09-28
17598,Jon Whiteley,1945-02-19
17599,Tugçe Kazaz,1982-08-26
17600,James B. Leong,1889-11-02
17601,David Jason,1940-02-02
17602,Dom Irrera,1948-11-18
17603,Gabrielle Christian,1984-07-30
17604,Don Wycherley,1967-09-15
17605,Anwan Glover,1971-05-05
17606,Serhiy Prytula,1981-06-22
17607,Chuck E. Weiss,1945-03-18
17608,Peter Coyote,1941-10-10
17609,Katherine Parkinson,1978-03-09
17610,Ann Dowd,1956-01-30
17611,Bugzy Malone,1990-12-20
17612,Jacques Marin,1919-09-09
17613,Rita Johnson,1913-08-13
17614,Venu Thottempudi,1976-06-04
17615,Evdokiya Germanova,1959-11-08
17616,Skylar Astin,1987-09-23
17617,John Ronane,1933-12-11
17618,Kirsten Walther,1933-08-31
17619,Neville Thomas,1934-01-18
17620,Rosalie Williams,1919-06-12
17621,George Gobel,1919-05-20
17622,Nicholas Amer,1923-09-29
17623,Raiza Wilson,1989-04-10
17624,Ted Kennedy,1932-02-22
17625,Arlette Marchal,1902-01-29
17626,Kelly Carlson,1976-02-17
17627,Rex Linn,1956-11-13
17628,Christina Cole,1982-05-08
17629,Lee Moo-saeng,1980-05-10
17630,Song Kang-ho,1967-01-17
17631,Walter Bobbie,1945-11-18
17632,Galeazzo Ciano,1903-03-18
17633,Valene Kane,1989-01-30
17634,Curt Hanson,1943-08-13
17635,Glen Campbell,1936-04-22
17636,Shraddha Musale,1984-01-07
17637,Jerome Ehlers,1958-12-20
17638,Keenan Arrison,1981-02-23
17639,Steven Keats,1945-02-06
17640,Ladislav Smoljak,1931-12-09
17641,Bria Vinaite,1993-06-10
17642,Mitchell Lichtenstein,1956-03-10
17643,Alan Cassell,1932-02-16
17644,Nate Dogg,1969-08-19
17645,Kevin Cahoon,1971-07-21
17646,Irina Voronina,1977-12-19
17647,David Bailie,1937-12-04
17648,Anna Thalbach,1973-06-01
17649,Harold Sylvester,1949-02-10
17650,Eva Hamilton,1954-04-29
17651,Ward Horton,1976-01-14
17652,Kathleen King,1893-07-05
17653,Steven Wright,1955-12-06
17654,Roy Alvarez,1950-03-23
17655,Dave Koch,1940-05-03
17656,Anton LaVey,1930-04-11
17657,Shirin Yazdanbakhsh,1949-01-09
17658,Dudley Knight,1939-07-01
17659,Hiroyuki Sanada,1960-10-12
17660,Yves Rénier,1942-09-29
17661,Nicholas Gleaves,1969-01-02
17662,Annette Andre,1939-06-24
17663,Giuseppe De Rosa,1951-11-07
17664,Paolo Montalban,1973-05-21
17665,Elie Kakou,1960-01-12
17666,Rumiko Ukai,1958-05-24
17667,Brittany Bell,1987-11-09
17668,Jared Robinsen,1968-11
17669,Kelly Rohrbach,1990-01-21
17670,Rita Hayek,1987-10-09
17671,David Wenham,1965-09-21
17672,Dan Rosen,1963-11-11
17673,Jay Belasco,1888-01-11
17674,Blanche Yurka,1887-06-19
17675,Tadeusz Fijewski,1911-07-14
17676,Kanika Dhillon,1982-08-24
17677,Michael Sackler-Berner,1983-10-12
17678,Kayli Mills,1994-12-10
17679,Simon Hewitt,1961-07-30
17680,Arata Iura,1974-09-15
17681,Max Haufler,1910-06-04
17682,Frank Steele,1905-03-09
17683,Elyssa Davalos,1959-05-30
17684,Elsa Bassermann,1878-01-14
17685,Haripriya,1991-10-29
17686,Joe Flaherty,1941-06-21
17687,Richard Towers,1979-08-08
17688,Moon Bloodgood,1975-09-20
17689,Megan Duffy,1984-07-13
17690,Theresa Healey,1964-01-25
17691,Nat 'King' Cole,1919-03-17
17692,David Coleman,1926-04-26
17693,Curtis Harrington,1926-09-17
17694,Anna Rezan,1992-12-12
17695,Ed Bernard,1939-07-04
17696,Vladimir Nosik,1948-04-03
17697,Aida Oset,1983-09-03
17698,David Leitch,1975-11-16
17699,Adam Cheng,1947-02-24
17700,Dominique Moore,1986-01-12
17701,Miroslav Krobot,1951-11-12
17702,Denise Nicholas,1944-07-12
17703,Leif Larsson,1928-08-09
17704,Ekaterina Klimova,1978-01-24
17705,Rudolf Lenz,1920-05-25
17706,William Chan,1985-11-21
17707,Robert Costanzo,1942-10-20
17708,Sasha Calle,1995-08-07
17709,Madina Memet,1987-09-10
17710,Joseph Bell,1837-12-02
17711,Vera Gebuhr,1916-05-15
17712,Stathis Giallelis,1941-01-21
17713,Keir Gilchrist,1992-09-28
17714,Tora Vasilescu,1951-03-22
17715,Diana Wynyard,1906-01-16
17716,Sanaa Lathan,1971-09-19
17717,Mallory Bechtel,1999-11-26
17718,Mishael Morgan,1986-07-15
17719,Vet Boswell,1905-06-09
17720,Henry Simmons,1970-07-01
17721,Roisin Murphy,1973-07-05
17722,Ryan Stiles,1959-04-22
17723,Ernesto Gómez Cruz,1933-11-07
17724,Jim Abrahams,1944-05-10
17725,Daryn Jones,1978-01-03
17726,Hilda Fenemore,1914-04-22
17727,Gaten Matarazzo,2002-09-08
17728,Lee Aaker,1943-09-25
17729,Peter Davison,1951-04-13
17730,Robert Donat,1905-03-18
17731,Denise Filiatrault,1931-05-16
17732,Harris Allan,1985-02-11
17733,François Mitterrand,1916-10-26
17734,Nick Antonyan,1996-07-23
17735,Graham Hughes,1979-02-28
17736,Thomas Eje,1957-03-15
17737,Wright King,1923-01-11
17738,Jack Binstead,1996-09-30
17739,Bobby Vinton,1935-04-16
17740,Scott Plank,1958-11-11
17741,Katherine Langford,1996-04-29
17742,Moby,1965-09-11
17743,Sukie Smith,1964-09-23
17744,Hugo Carvana,1937-06-04
17745,Landry Bender,2000-08-03
17746,Marie Bell,1900-12-23
17747,Travis Fine,1968-06-26
17748,Leon Lai,1966-12-11
17749,Milly Vitale,1933-07-16
17750,Peter Cincotti,1983-07-11
17751,Josie D'Arby,1972-10-03
17752,Laura Christensen,1984-01-26
17753,Jonathan Lajoie,1980-08-21
17754,Félix Rotaeta,1942-04
17755,Léa Fazer,1965-04-20
17756,Jane Dulo,1917-10-13
17757,Itay Tiran,1980-03-23
17758,Ayush Tandon,1998-07-31
17759,Deddie Davies,1938-03-02
17760,Ivo Gregurevic,1952-10-07
17761,Michele Placido,1946-05-19
17762,Clare Wren,1962-05-04
17763,Vivek Shauq,1963-06-21
17764,Joaquín Furriel,1974-08-26
17765,Gitty Djamal,1936-05-11
17766,Hans Peterson,1922-10-26
17767,Nicole Maurey,1925-12-20
17768,Valentine Pelka,1956-02-23
17769,Ali Rafie,1938-01-11
17770,Gillian Anderson,1968-08-09
17771,Matthew Broderick,1962-03-21
17772,Kristin Chenoweth,1968-07-24
17773,Fran Brill,1946-09-30
17774,Ronald Zehrfeld,1977-01-15
17775,Catlin Adams,1950-10-11
17776,Tchéky Karyo,1953-10-04
17777,Betty Lou Gerson,1914-04-20
17778,Lonnie Burr,1943-05-31
17779,Tim Colceri,1951-06-15
17780,Lorraine Bracco,1954-10-02
17781,Sia,1975-12-18
17782,Hande Ataizi,1973-09-02
17783,Kellie Shirley,1981-07-11
17784,Lee Won-geun,1991-06-27
17785,Olan Montgomery,1963-04-12
17786,Ray Lonnen,1940-05-18
17787,Valerie Harper,1939-08-22
17788,Amber Valletta,1974-02-09
17789,David McAlister,1951-04-02
17790,Carlos San Martín,1993-11-19
17791,Asao Sano,1925-08-13
17792,Amy Yasbeck,1962-09-12
17793,Simon Yam,1955-03-19
17794,Liz Phair,1967-04-17
17795,Maurice Marshall,1927-01-12
17796,Alessandro Fersen,1911-12-05
17797,Ye Sun,1989-01-15
17798,Filipp Avdeev,1991-11-10
17799,Anita Hassanandani Reddy,1981-04-14
17800,Kaitlyn Alexander,1992-10-09
17801,Sherry Alberoni,1946-12-04
17802,Lloyd Kaufman,1945-12-30
17803,Brian Part,1962-03-24
17804,Dragan Marinkovic,1968-03-17
17805,Leon Russom,1941-12-06
17806,Dermot Crowley,1947-03-19
17807,Steve Nash,1974-02-07
17808,Maureen Connell,1931-08-02
17809,Cynthia Dale,1960-08-11
17810,Victor Webster,1973-02-07
17811,Haruka Igawa,1976-06-29
17812,Hadas Yaron,1990-04-12
17813,Wadeck Stanczak,1961-11-30
17814,Phil Silvers,1911-05-11
17815,Song Joong-ki,1985-09-19
17816,Pete Townshend,1945-05-19
17817,Jesse Leach,1978-07-03
17818,Jane Harvey,1925-01-06
17819,Josh Whitehouse,1990-02-27
17820,Danielle Brown,1988-04-10
17821,Kurt Russell,1951-03-17
17822,Elizabeth Lee Miller,1907-04-23
17823,Kal David,1943-06-15
17824,Jeff Wilbusch,1987-11-14
17825,Leonard Teale,1922-09-26
17826,John McCallum,1950-04-09
17827,Dal McKennon,1919-07-19
17828,Malgorzata Braunek,1947-01-30
17829,Yinka Quadri,1959-09-06
17830,Tom Luddy,1943-06-04
17831,Sam Hennings,1950-12-17
17832,Sadie Alexandru,1977-12-02
17833,Dorothea Wolbert,1874-04-12
17834,Jessica Kiper,1979-02-22
17835,Philip Locke,1928-03-29
17836,Ivar Kants,1949-07-19
17837,Michael Pas,1966-09-21
17838,Lane Davies,1951-07-31
17839,Christopher Schubert,1982-02-05
17840,Peter McRobbie,1943-01-31
17841,Jameel Khan,1974-11-26
17842,Bennet Guillory,1949-01-14
17843,Brandon Gonzales,1984-05-24
17844,Max Morrow,1991-01-07
17845,Sierra McCormick,1997-10-28
17846,Fabrizio Gifuni,1966-07-16
17847,Jitendra Kumar,1990-09-01
17848,Paige Moss,1973-01-30
17849,Piotr Adamczyk,1972-03-21
17850,Jean-Claude Van Damme,1960-10-18
17851,Dominique Boschero,1937-04-27
17852,Mandy Patinkin,1952-11-30
17853,Megan Burns,1986-06-25
17854,George Mikell,1929-04-04
17855,Toku Nishio,1939-09-12
17856,Takashi Shimura,1905-03-12
17857,Jessica Heap,1983-03-04
17858,Gillian Barber,1958-02-22
17859,Sarah Hay,1987-09-16
17860,Valerie Jackson,1949-04-03
17861,Tim McGraw,1967-05-01
17862,John Ekman,1880-11-15
17863,Jeff Altman,1951-08-13
17864,Dolly Bindra,1970-01-20
17865,Cole Sand,2003-05-24
17866,Sonny Charles,1940-09-04
17867,Isabelle Corey,1939-05-29
17868,Diane Kruger,1976-07-15
17869,Yami Gautam,1988-11-28
17870,Deric Wan,1964-11-18
17871,Jutta Lampe,1937-12-13
17872,Helga Liné,1932-07-14
17873,Olof Palme,1927-01-30
17874,Ned Dowd,1950-05-26
17875,Jonathan Harris,1914-11-06
17876,Cam'ron,1976-02-04
17877,Annie Lennox,1954-12-25
17878,James Jude Courtney,1957-01-31
17879,Jonas Karlsson,1971-03-11
17880,Jason Park,1979-11-23
17881,Colton Ryan,1995-06-10
17882,Gabriel Harrison,1818-03-25
17883,Nick Pickard,1975-05-27
17884,Cory Barlog,1975-09-02
17885,John Kassir,1957-10-24
17886,Nikolai Simonov,1901-12-04
17887,Judith Barsi,1978-06-06
17888,Roland Topor,1938-01-07
17889,Jean De Briac,1891-08-15
17890,Bryant Gumbel,1948-09-29
17891,Dinmukhamet Akhimov,1948-08-08
17892,Robert Agnew,1899-06-04
17893,Jayam Ravi,1980-09-10
17894,Percy Rodrigues,1918-06-13
17895,Benjamin Kanes,1977-03-27
17896,Pihla Viitala,1982-09-30
17897,Robert Knepper,1959-07-08
17898,James Santini,1937-08-13
17899,Bruce Davison,1946-06-28
17900,Nadia Cassini,1949-01-02
17901,Prunella Gee,1950-02-17
17902,John Bishop,1966-11-30
17903,James MacLennan,1833-03-17
17904,Takanori Takeyama,1971-03-30
17905,Jennie Linden,1939-12-08
17906,Pauline Peart,1951-10-31
17907,Aleksandr Dedyushko,1962-05-20
17908,Stéphane Rideau,1976-07-25
17909,Robin Bartlett,1951-04-22
17910,Richard Harris,1930-10-01
17911,Kevin Ruf,1961-12-07
17912,Fiona Xie,1982-01-24
17913,Mengke Bateer,1975-11-20
17914,Liane Curtis,1965-07-11
17915,Kento Yamazaki,1994-09-07
17916,Kim Hee-ra,1947-03-23
17917,Grace Hayes,1895-08-03
17918,Turgut Demirag,1921-12-13
17919,Thomas Thieme,1948-10-29
17920,Joel Siegel,1943-07-07
17921,Mustafa Nadarevic,1943-05-02
17922,Robert Sampson,1925-03-04
17923,Joe Holt,1997-10-13
17924,Joseph Egger,1889-02-22
17925,Anulka Dziubinska,1950-12-14
17926,Shengyi Huang,1983-02-11
17927,Doug E. Doug,1970-01-07
17928,David Mendenhall,1971-06-13
17929,Ruth Vega Fernandez,1977-04-12
17930,Suzy Nakamura,1968-12-02
17931,Andrey Konchalovskiy,1937-08-20
17932,Jean-Louis Livi,1941-01-29
17933,Jinx Falkenburg,1919-01-21
17934,Emilio Rivera,1961-02-24
17935,David O'Hara,1965-07-09
17936,Crystal-Donna Roberts,1984-10-13
17937,Brooke Anderson,1978-05-13
17938,Zain Al Rafeea,2004-10-10
17939,Sayumi Suzushiro,1998-02-04
17940,Claude Rich,1929-02-08
17941,Sarah Desjardins,1994-07-16
17942,José Manuel Martín,1924-05-24
17943,Julia Schneider,1990-03-05
17944,Michael Steele,1958-10-19
17945,Hermann Thimig,1890-10-03
17946,Catherine Keener,1959-03-26
17947,Mark Rietman,1960-11-28
17948,Martin Ruzek,1918-09-23
17949,Kenneth Kirk,1886-02-21
17950,Sarii Ikegami,1995-10-19
17951,Liz Solari,1983-06-18
17952,Azfar Rehman,1984-06-07
17953,Armelle,1969-07-23
17954,Michal Koterski,1979-12-29
17955,Ken Page,1954-01-20
17956,Victor Williams,1970-09-19
17957,Lou Fant,1931-12-13
17958,Olivia Bonilla,1992-01-25
17959,Simon Webbe,1978-03-30
17960,Wallas Eaton,1917-02-18
17961,Mark Chao,1984-09-25
17962,John Van Eyssen,1922-03-19
17963,Sara Minami,2002-06-11
17964,Susan Denberg,1944-08-02
17965,Eve Best,1971-07-31
17966,Kiira Korpi,1988-09-26
17967,Malvina Polo,1903-07-26
17968,Kenneth McGregor,1929-06-02
17969,Matthew Garber,1956-03-25
17970,Darby Stanchfield,1971-04-29
17971,Del Moore,1916-05-14
17972,Miss Ming,1990-11-03
17973,Franchot Tone,1905-02-27
17974,George A. Romero,1940-02-04
17975,Ayako Wakao,1933-11-08
17976,Joseph Breen,1888-10-14
17977,Yoshihiko Matsui,1956-05-06
17978,Alexandra Hedison,1969-07-10
17979,Phoebe Legere,1961-07-04
17980,Monique Miller,1933-12-09
17981,Carol Burnett,1933-04-26
17982,Dado Ruspoli,1924-12-09
17983,Alice Lau,1981-07-30
17984,Monika Hilmerová,1974-10-07
17985,Mark Eaton,1957-01-24
17986,Virginia Cherrill,1908-04-12
17987,Alejandro Camacho,1954-07-11
